"Typ","p1","A","notA","gesamt","Entropie","step1","Aup1","step2","Aup2","step3","Aup3","step4","Aup4","step5","Aup5","step6","Aup6","ending"
"Umsatz",0.375,3,5,8,0.954434002924965,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","Umsatz","Hoher Umsatz","Undiskret"
"Umsatz",0.666666666666667,4,2,6,0.91829583405449,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","Umsatz","Niedriger Umsatz","Undiskret"
"Umsatz",0.5,3,3,9,1,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Niedriger Netto-DB","Umsatz","Hoher Umsatz","-","-","ZS"
"Umsatz",0,0,3,9,0,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Niedriger Netto-DB","Umsatz","Niedriger Umsatz","-","-","Alle NA"
"Kundenklasse",0,0,2,3,0,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Niedriger Netto-DB","Umsatz","Niedriger Umsatz","Kundenklasse","A","Alle NA"
"Kundenklasse",0,0,1,3,0,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Niedriger Netto-DB","Umsatz","Niedriger Umsatz","Kundenklasse","notA","Alle NA"
"Kundenklasse",0.5,3,3,6,1,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Niedriger Netto-DB","Umsatz","Hoher Umsatz","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.5,1,1,6,1,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","A","-","-","ZS"
"Kundenklasse",0.75,3,1,6,0.811278124459133,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","notA","-","-","ZS"
"Umsatz",0.75,3,1,4,0.811278124459133,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","notA","Umsatz","Hoher Umsatz","Undiskret"
"Umsatz",0.5,1,1,2,1,"Konzernmarken","2","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","A","Umsatz","Niedriger Umsatz","Undiskret"
"NettoDB",0.19047619047619,4,17,45,0.70246655129039,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","-","-","-","-","-","-","ZS"
"NettoDB",0.3,3,7,45,0.881290899230693,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","-","-","-","-","-","-","ZS"
"NettoDB",0.5,7,7,45,1,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","-","-","-","-","-","-","ZS"
"Preisumsetzung",0,0,4,21,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Hohe Pr.Um.","-","-","-","-","Alle NA"
"Preisumsetzung",0.333333333333333,3,6,21,0.91829583405449,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Mittlere Pr.Um.","-","-","-","-","ZS"
"Preisumsetzung",0.125,1,7,21,0.543564443199596,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Niedrige Pr.Um.","-","-","-","-","ZS"
"Kundenklasse",0.2,1,4,8,0.721928094887362,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","A","-","-","ZS"
"Kundenklasse",0,0,3,8,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","-","-","Alle NA"
"Umsatz",0.2,1,4,5,0.721928094887362,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","A","Umsatz","Niedriger Umsatz","Undiskret"
"Umsatz",0,0,3,3,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Umsatz","Hoher Umsatz","Alle NA"
"Kundenklasse",0.4,2,3,9,0.970950594454669,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","A","-","-","ZS"
"Kundenklasse",0.25,1,3,9,0.811278124459133,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","-","-","ZS"
"Umsatz",0.4,2,3,5,0.970950594454669,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","A","Umsatz","Niedriger Umsatz","Undiskret"
"Umsatz",0.25,1,3,4,0.811278124459133,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Umsatz","Hoher Umsatz","Undiskret"
"Kundenklasse",0,0,1,4,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","A","-","-","Alle NA"
"Kundenklasse",0,0,3,4,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Hoher Netto-DB","Preisumsetzung","Hohe Pr.Um.","Kundenklasse","notA","-","-","Alle NA"
"Kundenklasse",0.285714285714286,2,5,14,0.863120568566631,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","-","-","-","-","ZS"
"Kundenklasse",0.714285714285714,5,2,14,0.863120568566631,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","-","-","-","-","ZS"
"Preisumsetzung",0.75,3,1,7,0.811278124459133,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Preisumsetzung","Hohe Pr.Um.","-","-","ZS"
"Preisumsetzung",0.666666666666667,2,1,7,0.91829583405449,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Preisumsetzung","Niedrige Pr.Um.","-","-","ZS"
"Umsatz",0.5,1,1,3,1,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Preisumsetzung","Niedrige Pr.Um.","Umsatz","Hoher Umsatz","Undiskret"
"Umsatz",1,1,0,3,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Preisumsetzung","Niedrige Pr.Um.","Umsatz","Niedriger Umsatz","Alle A"
"Umsatz",1,2,0,4,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Preisumsetzung","Hohe Pr.Um.","Umsatz","Hoher Umsatz","Alle A"
"Umsatz",0.5,1,1,4,1,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Preisumsetzung","Hohe Pr.Um.","Umsatz","Niedriger Umsatz","Undiskret"
"Preisumsetzung",0.5,1,1,7,1,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Preisumsetzung","Hohe Pr.Um.","-","-","ZS"
"Preisumsetzung",0.333333333333333,1,2,7,0.91829583405449,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Preisumsetzung","Mittlere Pr.Um.","-","-","ZS"
"Preisumsetzung",0,0,2,7,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Preisumsetzung","Niedrige Pr.Um.","-","-","Alle NA"
"Umsatz",0.333333333333333,1,2,3,0.91829583405449,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Preisumsetzung","Mittlere Pr.Um.","Umsatz","Niedriger Umsatz","Undiskret"
"Umsatz",0,0,2,2,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Preisumsetzung","Niedrige Pr.Um.","Umsatz","Niedriger Umsatz","Alle NA"
"Umsatz",0.5,1,1,2,1,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Preisumsetzung","Hohe Pr.Um.","Umsatz","Niedriger Umsatz","Undiskret"
"Umsatz",0.75,3,1,10,0.811278124459133,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Umsatz","Hoher Umsatz","-","-","-","-","ZS"
"Umsatz",0,0,6,10,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Umsatz","Niedriger Umsatz","-","-","-","-","Alle NA"
"Kundenklasse",0,0,5,6,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Umsatz","Niedriger Umsatz","Kundenklasse","A","-","-","Alle NA"
"Kundenklasse",0,0,1,6,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Umsatz","Niedriger Umsatz","Kundenklasse","notA","-","-","Alle NA"
"Preisumsetzung",1,2,0,4,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Umsatz","Hoher Umsatz","Preisumsetzung","Mittlere Pr.Um.","-","-","Alle A"
"Preisumsetzung",0.5,1,1,4,1,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Umsatz","Hoher Umsatz","Preisumsetzung","Niedrige Pr.Um.","-","-","ZS"
"Kundenklasse",1,2,0,2,0,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Umsatz","Hoher Umsatz","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","Alle A"
"Kundenklasse",0.5,1,1,2,1,"Konzernmarken","2","Quad","<50,2724/<9,7901","NettoDB","Mittlerer Netto-DB","Umsatz","Hoher Umsatz","Preisumsetzung","Niedrige Pr.Um.","Kundenklasse","notA","Undiskret"
"Quad",0.4375,21,27,194,0.988699408288497,"Konzernmarken","9","Quad","<50,2724/<9,7901","-","-","-","-","-","-","-","-","ZS"
"Quad",0.282051282051282,11,28,194,0.858230792641141,"Konzernmarken","9","Quad","<50,2724/>9,7901","-","-","-","-","-","-","-","-","ZS"
"Quad",0.411764705882353,21,30,194,0.977417817528172,"Konzernmarken","9","Quad",">50,2724/<9,7901","-","-","-","-","-","-","-","-","ZS"
"Quad",0.482142857142857,27,29,194,0.999079718180582,"Konzernmarken","9","Quad",">50,2724/>9,7901","-","-","-","-","-","-","-","-","ZS"
"Umsatz",0.55,11,9,48,0.992774453987808,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","-","-","-","-","-","-","ZS"
"Umsatz",0.357142857142857,10,18,48,0.940285958670631,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","-","-","-","-","-","-","ZS"
"Preisumsetzung",0.5,3,3,20,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Hohe Pr.Um.","-","-","-","-","ZS"
"Preisumsetzung",0.636363636363636,7,4,20,0.94566030460064,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Mittlere Pr.Um.","-","-","-","-","ZS"
"Preisumsetzung",0.333333333333333,1,2,20,0.91829583405449,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Niedrige Pr.Um.","-","-","-","-","ZS"
"NettoDB",0,0,1,3,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","-","-","Alle NA"
"NettoDB",0.5,1,1,3,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Niedriger Netto-DB","-","-","ZS"
"Kundenklasse",0.5,1,1,2,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Undiskret"
"Kundenklasse",0,0,1,1,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","Alle NA"
"NettoDB",0.5,1,1,11,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Hoher Netto-DB","-","-","ZS"
"NettoDB",0.571428571428571,4,3,11,0.985228136034252,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Mittlerer Netto-DB","-","-","ZS"
"NettoDB",1,2,0,11,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Niedriger Netto-DB","-","-","Alle A"
"Kundenklasse",0.571428571428571,4,3,7,0.985228136034252,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","Undiskret"
"Kundenklasse",1,2,0,2,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Alle A"
"Kundenklasse",0.5,1,1,2,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","notA","Undiskret"
"NettoDB",1,1,0,6,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Hoher Netto-DB","-","-","Alle A"
"NettoDB",0.333333333333333,1,2,6,0.91829583405449,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Mittlerer Netto-DB","-","-","ZS"
"NettoDB",0.5,1,1,6,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Niedriger Netto-DB","-","-","ZS"
"Kundenklasse",1,1,0,1,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","notA","Alle A"
"Kundenklasse",0.333333333333333,1,2,3,0.91829583405449,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","Undiskret"
"Kundenklasse",0.5,1,1,2,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Hoher Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Undiskret"
"Preisumsetzung",0.357142857142857,5,9,28,0.940285958670631,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","-","-","-","-","ZS"
"Preisumsetzung",0.142857142857143,1,6,28,0.591672778582327,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Mittlere Pr.Um.","-","-","-","-","ZS"
"Preisumsetzung",0.571428571428571,4,3,28,0.985228136034252,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","-","-","-","-","ZS"
"NettoDB",0,0,1,14,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Hoher Netto-DB","-","-","Alle NA"
"NettoDB",0.5,4,4,14,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Mittlerer Netto-DB","-","-","ZS"
"NettoDB",0.2,1,4,14,0.721928094887362,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Niedriger Netto-DB","-","-","ZS"
"Kundenklasse",0.25,1,3,5,0.811278124459133,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0,0,1,5,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","Alle NA"
"Kundenklasse",0.5,3,3,8,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0.5,1,1,8,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","Undiskret"
"Kundenklasse",0,0,1,1,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Hohe Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","A","Alle NA"
"NettoDB",0.333333333333333,1,2,7,0.91829583405449,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Hoher Netto-DB","-","-","ZS"
"NettoDB",0,0,3,7,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Mittlerer Netto-DB","-","-","Alle NA"
"NettoDB",0,0,1,7,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Niedriger Netto-DB","-","-","Alle NA"
"Kundenklasse",0,0,3,3,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","Alle NA"
"Kundenklasse",0,0,1,1,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Alle NA"
"Kundenklasse",0.5,1,1,3,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0,0,1,3,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Mittlere Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","notA","Alle NA"
"NettoDB",0,0,1,7,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Hoher Netto-DB","-","-","Alle NA"
"NettoDB",0.75,3,1,7,0.811278124459133,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","-","-","ZS"
"NettoDB",0.5,1,1,7,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Niedriger Netto-DB","-","-","ZS"
"Kundenklasse",0.75,3,1,4,0.811278124459133,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0.5,1,1,2,1,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Niedriger Netto-DB","Kundenklasse","A","Undiskret"
"Kundenklasse",0,0,1,1,0,"Konzernmarken","9","Quad","<50,2724/<9,7901","Umsatz","Niedriger Umsatz","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","A","Alle NA"
"Preisumsetzung",0.466666666666667,7,8,39,0.996791631981637,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Hohe Pr.Um.","-","-","-","-","-","-","ZS"
"Preisumsetzung",0.0714285714285714,1,13,39,0.371232326640876,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","-","-","-","-","-","-","ZS"
"Preisumsetzung",0.3,3,7,39,0.881290899230693,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","-","-","-","-","-","-","ZS"
"Kundenklasse",0.25,1,3,14,0.811278124459133,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","A","-","-","-","-","ZS"
"Kundenklasse",0,0,10,14,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","-","-","-","-","Alle NA"
"NettoDB",0,0,1,4,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","A","NettoDB","Hoher Netto-DB","-","-","Alle NA"
"NettoDB",1,1,0,4,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","A","NettoDB","Mittlerer Netto-DB","-","-","Alle A"
"NettoDB",0,0,2,4,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","A","NettoDB","Niedriger Netto-DB","-","-","Alle NA"
"Umsatz",0,0,2,2,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","A","NettoDB","Niedriger Netto-DB","Umsatz","Niedriger Umsatz","Alle NA"
"Umsatz",0,0,1,1,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","A","NettoDB","Hoher Netto-DB","Umsatz","Niedriger Umsatz","Alle NA"
"Umsatz",1,1,0,1,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","A","NettoDB","Mittlerer Netto-DB","Umsatz","Niedriger Umsatz","Alle A"
"NettoDB",0,0,5,10,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","NettoDB","Hoher Netto-DB","-","-","Alle NA"
"NettoDB",0,0,4,10,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","NettoDB","Mittlerer Netto-DB","-","-","Alle NA"
"NettoDB",0,0,1,10,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Mittlere Pr.Um.","Kundenklasse","notA","NettoDB","Niedriger Netto-DB","-","-","Alle NA"
"NettoDB",0.5,2,2,10,1,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Hoher Netto-DB","-","-","-","-","ZS"
"NettoDB",0.333333333333333,1,2,10,0.91829583405449,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","-","-","-","-","ZS"
"NettoDB",0,0,3,10,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Niedriger Netto-DB","-","-","-","-","Alle NA"
"Kundenklasse",1,1,0,3,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","-","-","Alle A"
"Kundenklasse",0,0,2,3,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","-","-","Alle NA"
"Umsatz",0,0,1,2,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","Umsatz","Hoher Umsatz","Alle NA"
"Umsatz",0,0,1,2,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","notA","Umsatz","Niedriger Umsatz","Alle NA"
"Umsatz",1,1,0,1,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Mittlerer Netto-DB","Kundenklasse","A","Umsatz","Niedriger Umsatz","Alle A"
"Kundenklasse",0.5,1,1,4,1,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","A","-","-","ZS"
"Kundenklasse",0.5,1,1,4,1,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","notA","-","-","ZS"
"Umsatz",0.5,1,1,2,1,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","A","Umsatz","Niedriger Umsatz","Undiskret"
"Umsatz",0.5,1,1,2,1,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Hoher Netto-DB","Kundenklasse","notA","Umsatz","Hoher Umsatz","Undiskret"
"Kundenklasse",0,0,3,3,0,"Konzernmarken","9","Quad","<50,2724/>9,7901","Preisumsetzung","Niedrige Pr.Um.","NettoDB","Niedriger Netto-DB","Kundenklasse","notA","-","-","Alle NA"
