"Nummer","Unternehmen","PLZ","Ort","Konzernmarken","Umsatz","NettoDB","Preisumsetzung","Kundenklasse","Jahr","Prognose","Geo Point","Ortsname","Breitengrad","Längengrad","Quad"
1030,"14343E34F8DCFDC9C01FFE3",24326,"Ascheberg",10,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2017,"A","54.1220134125, 10.3378803491","Ascheberg",54.1220134125,10.3378803491,">50,2724/>9,7901"
1042,"B6EB8648C2ACC7112F141EE6",4849,"Bad Düben",6,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"A","51.594942585, 12.6417483439","Bad Düben",51.594942585,12.6417483439,">50,2724/>9,7901"
1046,"B3EE88BBFE79C082EC212DC",83673,"Bichl",5,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"notA","47.7192383056, 11.432702943","Bichl",47.7192383056,11.432702943,"<50,2724/>9,7901"
1050,"148C7E1AA85856FD845F824",56859,"Bullay, Alf, Zell",5,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"notA","50.0603180747, 7.12452252384","Bullay, Alf, Zell",50.0603180747,7.12452252384,"<50,2724/<9,7901"
1051,"E6CF85E2FB538090EF5C8757",15907,"Lübben/ Spreewald",5,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"notA","51.9456541385, 13.8930983178","Lübben/ Spreewald",51.9456541385,13.8930983178,">50,2724/>9,7901"
1054,"178FBDA1CABFE49742D96481",17493,"Greifswald",4,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"notA","54.1792930895, 13.3362318276","Greifswald",54.1792930895,13.3362318276,">50,2724/>9,7901"
1055,"E3CAB21710DD8C491D42AA6",67806,"Rockenhausen, Bisterschied u.a.",6,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"A","49.6279721588, 7.80890557292","Rockenhausen, Bisterschied u.a.",49.6279721588,7.80890557292,"<50,2724/<9,7901"
1060,"14D03C840178D1F54B14E6B",51515,"Kürten",8,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2017,"A","51.0400386243, 7.25584200252","Kürten",51.0400386243,7.25584200252,">50,2724/<9,7901"
1068,"B624719DD659B7E057307F87",22145,"Hamburg",4,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"notA","53.6170118652, 10.2111297618","Hamburg",53.6170118652,10.2111297618,">50,2724/>9,7901"
1069,"476449DEE7B5D3E7FAB59C51",44799,"Bochum",5,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"notA","51.4531055181, 7.23394109838","Bochum",51.4531055181,7.23394109838,">50,2724/<9,7901"
1072,"B527CBDDD99D297D27AFF4A",47059,"Duisburg",9,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","51.4391567124, 6.7403321613","Duisburg",51.4391567124,6.7403321613,">50,2724/<9,7901"
1077,"E6B87635CC86B6A9B1D55FF8",73117,"Wangen",5,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","48.7340596328, 9.60331397616","Wangen",48.7340596328,9.60331397616,"<50,2724/<9,7901"
1080,"17F84E76FD6AD2AE1C50BC2E",6484,"Quedlinburg",6,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","51.8022265436, 11.1670075893","Quedlinburg",51.8022265436,11.1670075893,">50,2724/>9,7901"
1085,"E0BE42B6990D6EEDEAC01F3C",48477,"Hörstel",8,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","52.2895778585, 7.58480803424","Hörstel",52.2895778585,7.58480803424,">50,2724/<9,7901"
1091,"DE07878E20DA3D97297F1C0",99718,"Greußen Clingen Großenehrich",3,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"notA","51.2617157946, 10.9200495636","Greußen Clingen Großenehrich",51.2617157946,10.9200495636,">50,2724/>9,7901"
1093,"7F8733BAF2E83DC51A561AA9",97422,"Schweinfurt",4,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"A","50.0674418179, 10.2422820223","Schweinfurt",50.0674418179,10.2422820223,"<50,2724/>9,7901"
1096,"8BC2853A4D4F7B4C5AAB28D0",8527,"Plauen, Rößnitz",5,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"A","50.4780692372, 12.1087982638","Plauen, Rößnitz",50.4780692372,12.1087982638,">50,2724/>9,7901"
1100,"2C188E5233F7C6464ADEABBD",66763,"Dillingen/Saar",4,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"A","49.3660120769, 6.73228898116","Dillingen/Saar",49.3660120769,6.73228898116,"<50,2724/<9,7901"
1104,"2F1B3412E8373C8CFCB33AD6",20095,"Hamburg",6,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"A","53.5513869401, 10.0003450649","Hamburg",53.5513869401,10.0003450649,">50,2724/>9,7901"
1107,"DDBCB63A1E1C951C75AFF592",31629,"Estorf",9,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"A","52.5890775269, 9.15571645051","Estorf",52.5890775269,9.15571645051,">50,2724/<9,7901"
1113,"7F3F37B8D1C87B0D3CFBA367",25566,"Lägerdorf",6,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"A","53.8736054394, 9.59089045367","Lägerdorf",53.8736054394,9.59089045367,">50,2724/<9,7901"
1116,"8B7A81386E6F3D847C06911E",41189,"Mönchengladbach",3,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","51.1139648066, 6.39856785744","Mönchengladbach",51.1139648066,6.39856785744,">50,2724/<9,7901"
1121,"DEE3853ED97E11ABA274048",67657,"Kaiserslautern",6,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"A","49.4518000732, 7.81341837637","Kaiserslautern",49.4518000732,7.81341837637,"<50,2724/<9,7901"
1123,"7F633391EEEFA98A50EACCD",91448,"Emskirchen",7,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2017,"A","49.5517839615, 10.7280218254","Emskirchen",49.5517839615,10.7280218254,"<50,2724/>9,7901"
1127,"DC748AAC49665C732D86844",30655,"Hannover",7,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"notA","52.4011681001, 9.80374299741","Hannover",52.4011681001,9.80374299741,">50,2724/>9,7901"
1136,"8AB2BDAE3915F4EBB715D24",36358,"Herbstein",7,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2017,"A","50.5538318708, 9.38004951148","Herbstein",50.5538318708,9.38004951148,">50,2724/<9,7901"
1145,"DA2EBA0623CAF5A2ED9457A6",36414,"Unterbreizbach",3,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"A","50.8069581332, 9.97004223343","Unterbreizbach",50.8069581332,9.97004223343,">50,2724/>9,7901"
1149,"7D4CB56C7E52E6019C5EA84",94169,"Thurmansbang",4,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"notA","48.7693028014, 13.3003285408","Thurmansbang",48.7693028014,13.3003285408,"<50,2724/>9,7901"
1154,"2E8FCADCE3A8CCCC8B8C398",86153,"Augsburg",2,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"notA","48.3774599367, 10.9024894927","Augsburg",48.3774599367,10.9024894927,"<50,2724/>9,7901"
1158,"8C50890670991BF2C2908AE4",34308,"Bad Emstal",8,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"notA","51.249638118, 9.25304770648","Bad Emstal",51.249638118,9.25304770648,">50,2724/<9,7901"
1169,"7E64F8D2AD60B30687F120F6",6242,"Braunsbedra",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2017,"A","51.2876005704, 11.8887200794","Braunsbedra",51.2876005704,11.8887200794,">50,2724/>9,7901"
1171,"DCE7795062B45D17CEA57603",73087,"Bad Boll",5,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"notA","48.6370441078, 9.60690772505","Bad Boll",48.6370441078,9.60690772505,"<50,2724/<9,7901"
1175,"D9E2F793ECFF7F9923DDA7AC",49779,"Oberlangen, Niederlangen",6,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"notA","52.859676791, 7.22967592768","Oberlangen, Niederlangen",52.859676791,7.22967592768,">50,2724/<9,7901"
1176,"8922F412C907F45E4BFFC76",24367,"Osterby",9,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"A","54.4484228061, 9.75888955355","Osterby",54.4484228061,9.75888955355,">50,2724/<9,7901"
1179,"7E38FCFB9247C29333A824C1",41189,"Mönchengladbach",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2017,"A","51.1139648066, 6.39856785744","Mönchengladbach",51.1139648066,6.39856785744,">50,2724/<9,7901"
1180,"2EF8FF7AB7BFB24F611489",71397,"Leutenbach",6,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2017,"A","48.8996409893, 9.38561438522","Leutenbach",48.8996409893,9.38561438522,"<50,2724/<9,7901"
1182,"8C7B7EF8786B5C5E2840567C",84172,"Buch a. Erlbach",3,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"notA","48.4425758064, 12.0461490028","Buch a. Erlbach",48.4425758064,12.0461490028,"<50,2724/>9,7901"
1183,"7D3B46BB4987385985C5B5AA",92717,"Reuth b. Erbendorf",6,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"A","49.8573433995, 12.1419128706","Reuth b. Erbendorf",49.8573433995,12.1419128706,"<50,2724/>9,7901"
1192,"C5C78EFFE438F34FA1783AE",50939,"Köln",8,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"A","50.9187242111, 6.92513332887","Köln",50.9187242111,6.92513332887,">50,2724/<9,7901"
1201,"955BF47D5A1814B145CA87",40215,"Düsseldorf",2,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"notA","51.2144308434, 6.78398978191","Düsseldorf",51.2144308434,6.78398978191,">50,2724/<9,7901"
1205,"905E8184F6BBBB11908D1403",68789,"Sankt Leon-Rot",3,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"A","49.2640793527, 8.61147734753","Sankt Leon-Rot",49.2640793527,8.61147734753,"<50,2724/<9,7901"
1206,"C09E8205D343CBCDC231304B",58638,"Iserlohn",8,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","51.3841432629, 7.67658732134","Iserlohn",51.3841432629,7.67658732134,">50,2724/<9,7901"
1208,"C67CB6AD9ACF24D4BD0F9DD",78199,"Bräunlingen",4,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","47.9300037234, 8.40052706845","Bräunlingen",47.9300037234,8.40052706845,"<50,2724/<9,7901"
1210,"67FC8D6F8EDB300FF4E9AE8",64297,"Darmstadt",5,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","49.823383665, 8.64477729357","Darmstadt",49.823383665,8.64477729357,"<50,2724/<9,7901"
1211,"95BFF6CDA3BC388C9F5D9B",58099,"Hagen",8,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"notA","51.3971345583, 7.49267522951","Hagen",51.3971345583,7.49267522951,">50,2724/<9,7901"
1213,"343F34AE70E3BA191038BFCB",91238,"Engelthal/Offenhausen",4,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","49.4535999809, 11.4107251221","Engelthal/Offenhausen",49.4535999809,11.4107251221,"<50,2724/>9,7901"
1214,"64FF372F551BCAC542849B83",86920,"Denklingen",4,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"notA","47.8884783366, 10.840170116","Denklingen",47.8884783366,10.840170116,"<50,2724/>9,7901"
1224,"64A333066A3CBB50F6DD9FB4",29649,"Wietzendorf",5,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"notA","52.9278974046, 9.98532401765","Wietzendorf",52.9278974046,9.98532401765,">50,2724/>9,7901"
1225,"90E68586D59BFDD9B620ADCD",66969,"Lemberg",3,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"A","49.1518603742, 7.66053751419","Lemberg",49.1518603742,7.66053751419,"<50,2724/<9,7901"
1227,"977489BAE84D9D672E1BFF9",36355,"Grebenhain",5,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2017,"notA","50.4953847681, 9.33894774247","Grebenhain",50.4953847681,9.33894774247,">50,2724/<9,7901"
1231,"947733FA338D67AD98769E92",67578,"Gimbsheim",2,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"notA","49.7769945901, 8.37970986311","Gimbsheim",49.7769945901,8.37970986311,"<50,2724/<9,7901"
1234,"6537BB9F60CEC9D73DA3FC3",97896,"Freudenberg, Collenberg",6,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2017,"notA","49.7445007841, 9.34854799387","Freudenberg, Collenberg",49.7445007841,9.34854799387,"<50,2724/<9,7901"
1236,"C1B2BEB8983E35FF27B26B75",63879,"Weibersbrunn, Rohrbrunner Forst",6,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"A","49.9133594933, 9.39934667568","Weibersbrunn, Rohrbrunner Forst",49.9133594933,9.39934667568,"<50,2724/<9,7901"
1238,"C7E88E12F2929C2EC8FE2F86",39106,"Magdeburg",5,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"notA","52.1448066262, 11.6497398","Magdeburg",52.1448066262,11.6497398,">50,2724/>9,7901"
1239,"36A8B651C37EF829657BCC50",16359,"Biesenthal",3,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"notA","52.7716099098, 13.6378330848","Biesenthal",52.7716099098,13.6378330848,">50,2724/>9,7901"
1241,"942B37D3CAAADF72835142D",58300,"Wetter (Ruhr)",5,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","A",2017,"notA","51.3777452892, 7.35368266486","Wetter (Ruhr)",51.3777452892,7.35368266486,">50,2724/<9,7901"
1245,"912EB91082E134B6C1574B0A",22946,"Trittau",10,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"A","53.5850931673, 10.4451792626","Trittau",53.5850931673,10.4451792626,">50,2724/>9,7901"
1246,"C1EEBA91A719446A93EB6F42",59889,"Eslohe",7,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2017,"A","51.2487651517, 8.17537311171","Eslohe",51.2487651517,8.17537311171,">50,2724/<9,7901"
1252,"C40F3479355551B9EC67314",91325,"Adelsdorf",10,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"notA","49.709493819, 10.8997377713","Adelsdorf",49.709493819,10.8997377713,"<50,2724/>9,7901"
1260,"66D0B1D2C5A6CE3D116A51D6",99099,"Erfurt",3,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2017,"notA","50.9500676102, 11.0985823673","Erfurt",50.9500676102,11.0985823673,">50,2724/>9,7901"
1262,"C4533050A72E1B167152C40",49477,"Ibbenbüren",4,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","52.280520585, 7.70871325666","Ibbenbüren",52.280520585,7.70871325666,">50,2724/<9,7901"
1267,"94E4C006185F66C9540BFBC4",3238,"Finsterwalde",6,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"A","51.5956408346, 13.7246363094","Finsterwalde",51.5956408346,13.7246363094,">50,2724/>9,7901"
1269,"3564FBC4C4B7C549DB65D32",77876,"Kappelrodeck",3,"Niedriger Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","A",2017,"A","48.5821544218, 8.11407426616","Kappelrodeck",48.5821544218,8.11407426616,"<50,2724/<9,7901"
1275,"92E2F4854DD4BE8DF1E1985",10719,"Berlin Wilmersdorf",3,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"A","52.4988566316, 13.3257004962","Berlin Wilmersdorf",52.4988566316,13.3257004962,">50,2724/>9,7901"
1277,"94B8C42F2778175CE052FFF3",10781,"Berlin Schöneberg",5,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","52.4935618164, 13.3528914689","Berlin Schöneberg",52.4935618164,13.3528914689,">50,2724/>9,7901"
1278,"C478C7AE280D0D5A4237F04",18069,"Rostock, Lambrechtshagen",5,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","A",2017,"notA","54.1021162768, 12.0452954046","Rostock, Lambrechtshagen",54.1021162768,12.0452954046,">50,2724/>9,7901"
1283,"363B45ADE8ACF94DA906A906",49459,"Lembruch",5,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2017,"A","52.52799528, 8.36541651472","Lembruch",52.52799528,8.36541651472,">50,2724/<9,7901"
1287,"AF04221460E657E7C091B6",88637,"Leibertingen, Buchheim",6,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","48.0300864565, 9.02139608574","Leibertingen, Buchheim",48.0300864565,9.02139608574,"<50,2724/<9,7901"
1288,"FFC43A39AFC8697EAEAB812",4808,"Wurzen",4,"Niedriger Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","A",2017,"A","51.3884319917, 12.8030502407","Wurzen",51.3884319917,12.8030502407,">50,2724/>9,7901"
1295,"A90234A18349AA655990AC93",57520,"Emmerzhausen, Niederdreisbach, Steinebach",2,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"notA","50.7772432228, 7.90687849111","Emmerzhausen, Niederdreisbach, Steinebach",50.7772432228,7.90687849111,">50,2724/<9,7901"
1301,"AC5BBE4B3225F97EB137D0",29562,"Suhlendorf",5,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","52.9392925129, 10.7765862568","Suhlendorf",52.9392925129,10.7765862568,">50,2724/>9,7901"
1312,"FC7FBDE1BDA906A4ABA8979",56567,"Neuwied",5,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"notA","50.4719464898, 7.44767968582","Neuwied",50.4719464898,7.44767968582,">50,2724/<9,7901"
1313,"D3FCDD1D09F193F825257C0",86470,"Thannhausen",5,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,NA,"48.2774397593, 10.478787363","Thannhausen",48.2774397593,10.478787363,"<50,2724/>9,7901"
1320,"5EA0384AFB29217B3DF4B278",84524,"Neuötting",7,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","48.2423682381, 12.7456717283","Neuötting",48.2423682381,12.7456717283,"<50,2724/>9,7901"
1321,"ACE3BA491105BFB6261CC0C5",57319,"Bad Berleburg",7,"Hoher Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","notA",2017,"A","51.0550659916, 8.40585731836","Bad Berleburg",51.0550659916,8.40585731836,">50,2724/<9,7901"
1322,"FC23B9C834FDCF6A74A0E48D",7607,"Eisenberg, Gösen, Hainspitz",5,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2017,"A","50.9635827114, 11.883144564","Eisenberg, Gösen, Hainspitz",50.9635827114,11.883144564,">50,2724/>9,7901"
1329,"FF4F3065CE4860BA29D71A9",47839,"Krefeld",7,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"A","51.3745996399, 6.50824562501","Krefeld",51.3745996399,6.50824562501,">50,2724/<9,7901"
1330,"5F34F515B0D706BC266B79",1809,"Heidenau",4,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"A","50.9461843746, 13.8414627243","Heidenau",50.9461843746,13.8414627243,">50,2724/>9,7901"
1334,"5C37BAB548B4634B48B7C1E3",10629,"Berlin Charlottenburg",3,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"A","52.5027777328, 13.3085503334","Berlin Charlottenburg",52.5027777328,13.3085503334,">50,2724/>9,7901"
1339,"FA8F72F63C3F79E16C4759E",17493,"Greifswald",6,"Hoher Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","54.1792930895, 13.3362318276","Greifswald",54.1792930895,13.3362318276,">50,2724/>9,7901"
1342,"FDEB855E6387605D0CB24F0",41748,"Viersen",4,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"A","51.274170781, 6.39798599159","Viersen",51.274170781,6.39798599159,">50,2724/<9,7901"
1346,"F8EEB9D62D9B6EAD1E4E940",74078,"Heilbronn",7,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","49.1799960174, 9.14269153314","Heilbronn",49.1799960174,9.14269153314,"<50,2724/<9,7901"
1347,"AECC3CB481B8BB4E75F2A90",25868,"Norderstapel",4,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2017,"A","54.3605608829, 9.25715376154","Norderstapel",54.3605608829,9.25715376154,">50,2724/<9,7901"
1348,"FE0C3F35A440CB92274E2ED8",77790,"Steinach",3,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"A","48.2856947827, 8.02849111153","Steinach",48.2856947827,8.02849111153,"<50,2724/<9,7901"
1350,"5F8C4F777BBAF8D27633B8",53547,"Breitscheid, Dattenberg, Hausen, Hümmerich, Kasbach-Ohlenberg, Roßbach u",4,"Niedriger Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","A",2017,"notA","50.5596481483, 7.39046098103","Breitscheid, Dattenberg, Hausen, Hümmerich, Kasbach-Ohlenberg, Roßbach u",50.5596481483,7.39046098103,">50,2724/<9,7901"
1351,"ADCF86F45A784184C39F9BFB",92275,"Hirschbach",6,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"notA","49.574424901, 11.5857631761","Hirschbach",49.574424901,11.5857631761,"<50,2724/>9,7901"
1361,"AD9382DD655F301177C69FCC",3238,"Finsterwalde",4,"Hoher Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"notA","51.5956408346, 13.7246363094","Finsterwalde",51.5956408346,13.7246363094,">50,2724/>9,7901"
1363,"C13D6D894C9C082A3EC52",49610,"Quakenbrück",7,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"A","52.6776971224, 7.96815294683","Quakenbrück",52.6776971224,7.96815294683,">50,2724/<9,7901"
1371,"AEE7CB4A894AFCE29F22D608",61479,"Glashütten",8,"Niedriger Umsatz","Niedriger Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","50.2129551936, 8.40264719119","Glashütten",50.2129551936,8.40264719119,"<50,2724/<9,7901"
1373,"F67FA1E0042C0960",29562,"Suhlendorf",6,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"A","52.9392925129, 10.7765862568","Suhlendorf",52.9392925129,10.7765862568,">50,2724/>9,7901"
1377,"ADB875236DAD77BD9D164354",78357,"Mühlingen",9,"Niedriger Umsatz","Hoher Netto-DB","Hohe Pr.Um.","notA",2017,"A","47.9154549039, 9.02188431382","Mühlingen",47.9154549039,9.02188431382,"<50,2724/<9,7901"
1378,"FD7876A24855761DC4A2ACB",16359,"Biesenthal",4,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"A","52.7716099098, 13.6378330848","Biesenthal",52.7716099098,13.6378330848,">50,2724/>9,7901"
1381,"AEBBCF63B66D8D772B7BD23F",68794,"Oberhausen-Rheinhausen",4,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","49.266908561, 8.49356644915","Oberhausen-Rheinhausen",49.266908561,8.49356644915,"<50,2724/<9,7901"
1382,"FE7BCCE29395FDAB79C7F677",4874,"Belgern-Schildau",2,"Hoher Umsatz","Mittlerer Netto-DB","Mittlere Pr.Um.","notA",2017,"notA","51.458300992, 13.1198150864","Belgern-Schildau",51.458300992,13.1198150864,">50,2724/>9,7901"
1394,"F247A500F45E5A9CA981EE71",22159,"Hamburg",6,"Hoher Umsatz","Hoher Netto-DB","Mittlere Pr.Um.","notA",2017,"A","53.6137326017, 10.11878085","Hamburg",53.6137326017,10.11878085,">50,2724/>9,7901"
1395,"6027FF157E3ACFD6EF58B9",48329,"Havixbeck",6,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2017,"notA","51.9743367497, 7.44290968496","Havixbeck",51.9743367497,7.44290968496,">50,2724/<9,7901"
1396,"56C210016E016CC9BBC0F840",13351,"Berlin Wedding",9,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","52.5506376257, 13.3328445489","Berlin Wedding",52.5506376257,13.3328445489,">50,2724/>9,7901"
1397,"58B63BBD2D52807259A2F7",12347,"Berlin Britz",4,"Niedriger Umsatz","Niedriger Netto-DB","Mittlere Pr.Um.","A",2017,"notA","52.4508784703, 13.4281566109","Berlin Britz",52.4508784703,13.4281566109,">50,2724/>9,7901"
1401,"35B391BB460D9F1E441BC46",78479,"Reichenau",9,"Niedriger Umsatz","Mittlerer Netto-DB","Hohe Pr.Um.","A",2017,"A","47.7210587961, 9.10968478247","Reichenau",47.7210587961,9.10968478247,"<50,2724/<9,7901"
1402,"539B9AEBDF6D3FD2E2E12DD8",74379,"Ingersheim",4,"Niedriger Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","A",2017,"notA","48.9678275025, 9.18376388889","Ingersheim",48.9678275025,9.18376388889,"<50,2724/<9,7901"
1407,"BC75717AE14FAF1116C2A6",51588,"Nümbrecht",3,"Hoher Umsatz","Niedriger Netto-DB","Hohe Pr.Um.","notA",2017,"A","50.9022011509, 7.5355417128","Nümbrecht",50.9022011509,7.5355417128,">50,2724/<9,7901"
1411,"3BF3930A867EEAC76B51BF",39124,"Magdeburg",3,"Hoher Umsatz","Mittlerer Netto-DB","Niedrige Pr.Um.","notA",2017,"notA","52.1575849153, 11.6417843905","Magdeburg",52.1575849153,11.6417843905,">50,2724/>9,7901"
1414,"F2FFA102D77E1C548F2C57BF",76599,"Weisenbach",2,"Niedriger Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","A",2017,"notA","48.719021244, 8.35612746611","Weisenbach",48.719021244,8.35612746611,"<50,2724/<9,7901"
1415,"6BA7BF374C34C073960B6BA",73574,"Iggingen",6,"Hoher Umsatz","Hoher Netto-DB","Niedrige Pr.Um.","notA",2017,"A","48.8353951705, 9.88368566803","Iggingen",48.8353951705,9.88368566803,"<50,2724/>9,7901"
